latitude, longitude, site_id
-27.93402999999999991587174008600413799285888671875,153.426330000000007203198038041591644287109375,5312
-16.99083999999999861074684304185211658477783203125,145.762840000000011286829249002039432525634765625,5318
-27.93573500000000109366737888194620609283447265625,153.42871900000000096042640507221221923828125,5320
-27.505340000000000344471118296496570110321044921875,153.01344000000000278305378742516040802001953125,5326
-27.43690000000000139834810397587716579437255859375,153.11750000000000682121026329696178436279296875,5329
-27.58691999999999922010829322971403598785400390625,152.812260000000009085852070711553096771240234375,5290
-27.148469999999999657802618457935750484466552734375,153.033559999999994261088431812822818756103515625,5292
-24.852090000000000458157956018112599849700927734375,152.3656799999999975625541992485523223876953125,5315
-17.53596999999999894725988269783556461334228515625,146.061569999999989022398949600756168365478515625,5337
-27.540099999999998914290699758566915988922119140625,152.83445000000000391082721762359142303466796875,5340
-26.730678000000001048874764819629490375518798828125,153.14330300000000306681613437831401824951171875,5343
-26.730709999999998416342350537888705730438232421875,153.143769999999989295247360132634639739990234375,5345
-27.6871000000000009322320693172514438629150390625,153.2033999999999878127709962427616119384765625,5348
-27.377990000000000492264007334597408771514892578125,153.1602599999999938518158160150051116943359375,5354
-21.021609999999999018882590462453663349151611328125,149.131720000000001391526893712580204010009765625,5356
-25.263999999999999346300683100707828998565673828125,152.8097999999999956344254314899444580078125,5323
-16.827100000000001500666257925331592559814453125,145.70909000000000332875060848891735076904296875,5361
-26.639579999999998705106918350793421268463134765625,153.06081000000000358340912498533725738525390625,5363
-27.936009999999999564579411526210606098175048828125,153.429480000000012296368367969989776611328125,5369
-24.864519999999998844941728748381137847900390625,152.316830000000010159055818803608417510986328125,5372
-19.24759999999999848796505830250680446624755859375,146.748799999999988585841492749750614166259765625,5375
-23.839999999999999857891452847979962825775146484375,151.2205999999999903593561612069606781005859375,5331
-27.590699999999998226485331542789936065673828125,152.888290000000012014425010420382022857666015625,5334
-18.523559999999999803321770741604268550872802734375,146.328090000000003101376933045685291290283203125,5351
-27.270610000000001349462763755582273006439208984375,152.99808999999999059582478366792201995849609375,5378
-26.639465000000001282387529499828815460205078125,153.060370000000006029949872754514217376708984375,5381
-23.37819999999999964757080306299030780792236328125,150.51830000000001064108801074326038360595703125,5384
-27.544630000000001501803126302547752857208251953125,152.973600000000004683897714130580425262451171875,5387
-16.493449999999999278088580467738211154937744140625,145.459830000000010841176845133304595947265625,5390
-27.2501299999999986312104738317430019378662109375,153.068950000000000954969436861574649810791015625,5396
-27.3300100000000014688339433632791042327880859375,153.073200000000014142642612569034099578857421875,5398
-23.39320000000000021600499167107045650482177734375,150.529599999999987858245731331408023834228515625,5400
-21.205729999999999080273482832126319408416748046875,149.1250499999999874489731155335903167724609375,5358
-25.3125399999999984856913215480744838714599609375,152.89785000000000536601874046027660369873046875,5393
-23.90469999999999828332875040359795093536376953125,151.29959999999999809006112627685070037841796875,5402
-16.9616299999999995407051756046712398529052734375,145.76834999999999809006112627685070037841796875,5405
-27.484089999999998354951458168216049671173095703125,153.1885399999999890496837906539440155029296875,5407
-27.579712000000000671207089908421039581298828125,153.29122000000000980435288511216640472412109375,5413
-27.5812269999999983838279149495065212249755859375,152.895005999999995083271642215549945831298828125,5416
-25.519690000000000651425580144859850406646728515625,152.7259999999999990905052982270717620849609375,5366
-25.9175800000000009504219633527100086212158203125,152.99360999999998966814018785953521728515625,5410
-27.415330000000000865156835061497986316680908203125,153.168959999999998444764059968292713165283203125,5421
-41.83810580000000101108525996096432209014892578125,148.25806779999999207575456239283084869384765625,5452
-43.0157990000000012287273420952260494232177734375,147.329572000000013076714822091162204742431640625,5455
-40.9275353999999964571543387137353420257568359375,145.617616300000008777715265750885009765625,5458
-23.36077999999999832425601198337972164154052734375,150.495010000000007721610018052160739898681640625,5418
-42.74327000000000253976395470090210437774658203125,147.239204999999998335624695755541324615478515625,5461
-34.72596399999999761121216579340398311614990234375,138.4674929999999903884599916636943817138671875,5424
-42.8763799999999974943420966155827045440673828125,147.351322000000010348230716772377490997314453125,5531
-42.84689800000000303725755657069385051727294921875,147.3288929999999936626409180462360382080078125,5537
-40.9132010000000008176357368938624858856201171875,145.564853999999996858605300076305866241455078125,5540
-40.823903000000001384250936098396778106689453125,145.1016339999999900101101957261562347412109375,5543
-41.0258869999999973288140608929097652435302734375,145.8054290000000037252902984619140625,5546
-42.79314099999999854162524570710957050323486328125,147.563723000000010188159649260342121124267578125,5548
-34.72596399999999761121216579340398311614990234375,138.467227000000008274582796730101108551025390625,5427
-40.97950900000000018508217181079089641571044921875,147.385771000000005415131454356014728546142578125,5464
-42.80887820000000232312231673859059810638427734375,147.25929439999998749044607393443584442138671875,5470
-39.933022899999997434861143119633197784423828125,143.835526299999997945633367635309696197509765625,5473
-43.1686294000000003734385245479643344879150390625,147.091641000000009853465599007904529571533203125,5476
-43.31585100000000210229700314812362194061279296875,147.033395000000012942109606228768825531005859375,5479
-35.125866000000002031811163760721683502197265625,138.462346999999994068275555036962032318115234375,5430
-41.323790000000002464730641804635524749755859375,148.2611709999999902720446698367595672607421875,5551
-40.749471999999997251507011242210865020751953125,145.297356000000007725247996859252452850341796875,5554
-41.41684000000000054342308430932462215423583984375,147.12177700000000868385541252791881561279296875,5557
-42.503793000000001711669028736650943756103515625,147.92074800000000323052518069744110107421875,5560
-41.16649199999999808596840011887252330780029296875,146.25106199999999034844222478568553924560546875,5563
-41.141154999999997698978404514491558074951171875,146.161142000000012330929166637361049652099609375,5565
-35.12647799999999875808498472906649112701416015625,138.465545999999989135176292620599269866943359375,5432
-40.995733000000001311491359956562519073486328125,145.759783999999996240148902870714664459228515625,5568
-37.8719999999999998863131622783839702606201171875,144.789999999999992041921359486877918243408203125,5571
-38.4073250000000001591615728102624416351318359375,144.20084900000000516229192726314067840576171875,5574
-38.7827079999999995152393239550292491912841796875,143.66073099999999840292730368673801422119140625,5576
-38.60436080000000202971932594664394855499267578125,145.527378099999992855373420752584934234619140625,5578
-38.2949430000000035079210647381842136383056640625,144.42320300000000088402885012328624725341796875,5580
-38.05067900000000236104824580252170562744140625,140.649617000000006328264134936034679412841796875,5434
-42.1529359999999968522388371638953685760498046875,145.311200000000013687895261682569980621337890625,5482
-43.05459900000000317277226713486015796661376953125,147.268835999999993191522662527859210968017578125,5485
-41.1273350000000021964297047816216945648193359375,146.831460999999990235664881765842437744140625,5488
-41.43805400000000105364961200393736362457275390625,147.169997999999992543962434865534305572509765625,5491
-34.963132999999999128704075701534748077392578125,138.503929999999996880433172918856143951416015625,5437
-42.8777070000000009031282388605177402496337890625,147.341239999999999099600245244801044464111328125,5494
-43.02577800000000252111931331455707550048828125,147.278198000000003275999915786087512969970703125,5496
-42.79314099999999854162524570710957050323486328125,147.563723000000010188159649260342121124267578125,5499
-41.39715000000000344471118296496570110321044921875,147.115356999999988829586072824895381927490234375,5502
-42.57130300000000033833202905952930450439453125,147.909130000000004656612873077392578125,5505
-32.53542999999999807414496899582445621490478515625,137.779487999999986413968144915997982025146484375,5440
-43.1443009999999986803231877274811267852783203125,147.858399999999988949639373458921909332275390625,5511
-41.1246229999999997062332113273441791534423828125,146.541081999999988738636602647602558135986328125,5514
-42.8255740000000031386662158183753490447998046875,147.30662399999999934152583591639995574951171875,5517
-34.7506819999999976289473124779760837554931640625,135.895139999999997826307662762701511383056640625,5443
-33.18208700000000277441358775831758975982666015625,137.9673540000000002692104317247867584228515625,5446
-42.74533799999999672536432626657187938690185546875,147.443524999999993951860233210027217864990234375,5519
-42.819040000000001100488589145243167877197265625,147.3198869999999942592694424092769622802734375,5522
-41.41856500000000096406438387930393218994140625,147.115578999999996767655829899013042449951171875,5525
-42.91909799999999819419826962985098361968994140625,147.409008999999997513441485352814197540283203125,5528
-33.0581600000000008776623872108757495880126953125,137.552654999999987239789334125816822052001953125,5449
-38.44143900000000257932697422802448272705078125,144.84471700000000282670953311026096343994140625,5583
-38.4399700000000024147084332071244716644287109375,144.848257999999987077899277210235595703125,5586
-38.23282499999999828332875040359795093536376953125,147.384185999999999694409780204296112060546875,5588
-38.6960839999999990368451108224689960479736328125,146.2367199999999911597114987671375274658203125,5591
-38.517712299999999459032551385462284088134765625,143.990330999999997629856807179749011993408203125,5594
-38.44858310000000045647539081983268260955810546875,147.10260410000000774743966758251190185546875,5596
-38.52985699999999980036591296084225177764892578125,145.22174100000000862564775161445140838623046875,5598
-38.39767100000000255022314377129077911376953125,142.24448100000000749787432141602039337158203125,5604
-38.70356699999999960937202558852732181549072265625,146.46255500000000893123797141015529632568359375,5607
-38.38307379999999824349288246594369411468505859375,141.597048199999989037678460590541362762451171875,5609
-38.6757410000000021454980014823377132415771484375,146.339732999999995399775798432528972625732421875,5612
-38.39569872999999944340743240900337696075439453125,142.457070399999992105222190730273723602294921875,5615
-31.61679000000000172576619661413133144378662109375,115.6242539999999934252628008835017681121826171875,5621
-31.763110999999998540488377329893410205841064453125,115.7116189999999988913259585388004779815673828125,5624
-33.3793399999999991223376127891242504119873046875,115.6038530000000008612914825789630413055419921875,5627
-33.65063599999999865985955693759024143218994140625,115.3238450000000057116267271339893341064453125,5630
-33.66041799999999994952304405160248279571533203125,115.3230779999999953133738017641007900238037109375,5632
-10.432289000000000811496647656895220279693603515625,105.6615029999999961773937684483826160430908203125,5635
-32.29000899999999774081516079604625701904296875,115.6509439999999955261955619789659976959228515625,5637
-12.1106730000000002434035195619799196720123291015625,96.8933880000000016252670320682227611541748046875,5640
-32.27906300000000072714101406745612621307373046875,115.6805739999999929068508208729326725006103515625,5642
-31.95528300000000143654688145034015178680419921875,115.7436969999999973879312165081501007080078125,5645
-20.671938999999998287648850237019360065460205078125,117.165018000000003439708962105214595794677734375,5648
-32.27916499999999899728209129534661769866943359375,115.6803369999999944184310152195394039154052734375,5651
-24.79641000000000161662683240137994289398193359375,152.382579999999990150172379799187183380126953125,5654
-24.81391899999999850479071028530597686767578125,152.360226000000011481461115181446075439453125,5658
-24.8018569999999982655936037190258502960205078125,152.453454999999991059667081572115421295166015625,5656
-43.16358600000000222962626139633357524871826171875,146.93644599999998945349943824112415313720703125,5660
-41.1632000000000033423930290155112743377685546875,146.39240000000000918589648790657520294189453125,5662
-42.12641310000000061108949012123048305511474609375,148.075915600000001859370968304574489593505859375,5675
-35.76284799999999819419826962985098361968994140625,150.219216299999999364445102401077747344970703125,5171
